Length,Diameter,Height,Age,Shucked_Weight_Ratio
1.5,1.1625,0.4,11,0.41129744
1.4875,1.1375,0.4,9,0.434615385
1.5875,1.275,0.425,9,0.45665806
1.3,1,0.3625,13,0.404545455
0.5625,0.4,0.1125,4,0.537634409
1.45,1.15,0.3875,10,0.466481417
1.1875,0.9375,0.275,9,0.399122807
1.3,1,0.3,15,0.362089915
1.175,0.925,0.3375,12,0.405850091
1.125,0.8625,0.3,9,0.397358944
1.1375,0.9125,0.3375,9,0.343537415
1.7875,1.375,0.475,12,0.522075331
0.525,0.425,0.1125,5,0.4
0.6875,0.5375,0.1875,7,0.41991342
0.7,0.5125,0.2,9,0.409448819
1.6125,1.2875,0.4375,10,0.455045278
1.575,1.225,0.5625,10,0.509356287
1.5,1.15,0.375,8,0.487854251
1.3,1,0.275,8,0.491624791
0.7625,0.55,0.175,5,0.439716312
1.025,0.8125,0.25,6,0.406779661
1.375,1.05,0.3625,11,0.434664861
1.425,1.1,0.3625,10,0.408961997
1.55,1.175,0.3625,10,0.470317533
1.35,1.025,0.325,7,0.424107143
1.5625,1.1875,0.4375,10,0.489369638
1.1,0.85,0.25,7,0.455145119
1.7125,1.375,0.475,10,0.472148541
1.55,1.25,0.4375,12,0.420320405
1.3625,1.0875,0.3625,11,0.392647842
0.9875,0.75,0.3,8,0.422370618
1.3875,1.0875,0.4125,17,0.346391753
1.2,0.95,0.325,12,0.48582996
1.6,1.25,0.425,11,0.456672158
1.05,0.85,0.2875,8,0.415183867
1.5375,1.175,0.375,9,0.457471264
1.4625,1.1875,0.4125,11,0.434947768
1.55,1.275,0.4375,12,0.316099071
1.45,1.125,0.3625,8,0.491204925
1.4625,1.225,0.4625,10,0.445772844
0.8625,0.6375,0.2375,6,0.475578406
1.5375,1.1875,0.325,8,0.418991098
1.275,1,0.3625,9,0.4
1.3625,0.9375,0.3,8,0.437384899
0.9375,0.7125,0.25,8,0.439330544
1.15,0.95,0.3375,10,0.429460581
1.3125,1.075,0.375,11,0.437881874
1.55,1.2,0.45,12,0.476463365
0.9,0.625,0.2875,7,0.451612903
1.4125,1.1125,0.375,8,0.456658291
1.3125,1,0.35,9,0.436772047
1.1,0.8125,0.25,6,0.444177671
1.3875,1.025,0.3125,8,0.39148581
1.4375,1.125,0.3125,9,0.419871795
1.225,0.9625,0.3125,8,0.493066256
1.3,1.025,0.35,11,0.418867925
0.8875,0.675,0.1875,6,0.445070423
1.5,1.1625,0.375,8,0.49478458
1.575,1.2375,0.4125,11,0.458126195
1.3375,1.125,0.425,11,0.391165173
1.55,1.2125,0.3875,12,0.412821758
0.8,0.6,0.175,6,0.439849624
1.525,1.225,0.4,11,0.508012126
1.525,1.2,0.375,8,0.490648108
1.45,1.125,0.4,9,0.453602305
1.225,0.9125,0.325,21,0.241404535
1.25,0.9625,0.325,13,0.341796875
1.6875,1.275,0.375,11,0.396991224
1.2375,0.9375,0.3875,9,0.461065574
1.475,1.15,0.3625,11,0.464780921
1.5375,1.2625,0.4125,10,0.419451585
1.4,1.05,0.35,8,0.494623656
1.6,1.275,0.4125,8,0.511103634
1.6125,1.25,0.4,10,0.439229844
1.05,0.8,0.275,7,0.48
1.4875,1.2375,0.5875,13,0.37079063
1.425,1.15,0.375,9,0.521927711
1.1375,0.85,0.3375,9,0.362554113
0.8125,0.65,0.225,7,0.44386423
0.5,0.3875,0.1,4,0.356321839
1.3375,1.05,0.3125,11,0.408376963
1.25,0.9375,0.325,14,0.42371706
0.9125,0.6875,0.225,7,0.460554371
1.425,1.0875,0.425,10,0.437571592
1.1125,0.8375,0.35,11,0.39101862
0.8125,0.6125,0.1875,5,0.404682274
1.375,1.0625,0.3375,10,0.391768293
1.875,1.4125,0.5375,11,0.399122807
1.1,0.85,0.2625,5,0.444444444
0.925,0.6875,0.35,6,0.437923251
1.6125,1.3,0.45,9,0.449416342
1.5125,1.225,0.4125,11,0.43752779
0.9,0.6625,0.225,8,0.377723971
1.4125,1.125,0.4875,15,0.404583956
1.1125,0.8125,0.25,7,0.474867725
1.25,0.9875,0.35,9,0.470635559
1.25,0.95,0.3125,9,0.466204506
1.775,1.35,0.5125,10,0.507434356
1.9125,1.5,0.55,12,0.437445699
1.275,0.975,0.3125,8,0.49078727
1.3625,1.0375,0.4,10,0.352559948
1.5375,1.2625,0.4125,12,0.396641791
0.9375,0.7,0.2125,7,0.398601399
0.9875,0.75,0.2625,12,0.425185185
1.4375,1.1125,0.35,9,0.408607864
1.4875,1.1,0.3375,10,0.519190871
1.4125,1.125,0.4625,12,0.325255789
1.1375,0.875,0.2625,9,0.39276808
1.075,0.8125,0.2875,11,0.381630013
1.225,0.975,0.375,21,0.392670157
1.125,0.9,0.3125,10,0.438302073
1.15,0.825,0.375,10,0.391549296
1.525,1.125,0.375,10,0.46727899
0.7125,0.525,0.1875,7,0.464135021
1.25,0.95,0.3875,19,0.402272727
1.5625,1.2,0.45,10,0.461978741
1.125,0.8875,0.2875,8,0.443632568
1.375,1.1125,0.3625,11,0.388888889
1.2875,1.0875,0.3625,10,0.331253545
1.375,1.0375,0.3375,23,0.389677419
1.225,0.9875,0.35,11,0.403460838
1.55,1.225,0.4,11,0.418386492
1.4375,1.125,0.3625,9,0.536123853
1.6125,1.2875,0.4,9,0.427184466
1.625,1.25,0.4125,12,0.423765837
1.425,1.1125,0.375,9,0.506532663
1.5125,1.225,0.3875,15,0.436253252
0.7625,0.5625,0.175,7,0.393939394
1.75,1.325,0.475,18,0.415623815
1.4875,1.175,0.3875,10,0.40948814
0.6,0.4375,0.1625,3,0.466165414
1.775,1.375,0.5,13,0.463113678
1.5625,1.175,0.45,11,0.397007042
1.5375,1.2125,0.4,10,0.432397408
0.9375,0.6875,0.225,6,0.451680672
1.7,1.25,0.4625,12,0.440264216
1.475,1.1125,0.3375,9,0.42514582
1.4375,1.125,0.325,9,0.405095541
1.325,0.9875,0.325,9,0.429565217
1.45,1.15,0.375,7,0.499775885
1.175,0.95,0.3125,6,0.435500516
1.225,0.9375,0.3125,8,0.512396694
1.225,1,0.2875,9,0.449912127
1.3625,1.075,0.4125,11,0.3659601
1.2625,0.95,0.3625,12,0.450844854
1.025,0.775,0.225,7,0.457227139
1.375,1.125,0.4375,14,0.3427401
1.4625,1.1875,0.4625,11,0.432446531
1.025,0.8375,0.2875,8,0.431328036
1.675,1.3625,0.4375,13,0.409783245
1.5625,1.225,0.275,9,0.46346831
1.2875,0.9625,0.3125,8,0.519215045
1.5375,1.1875,0.3875,10,0.445717131
1.025,0.8375,0.2625,7,0.425113464
0.975,0.75,0.2625,8,0.368725869
1.3125,1,0.325,9,0.426848875
1.55,1.25,0.5,12,0.377149877
1.2875,0.9,0.3125,9,0.384126984
0.7875,0.6,0.2125,7,0.413994169
1.475,1.25,0.4125,15,0.41330919
1.175,0.9375,0.3,12,0.406109614
1.6875,1.3,0.4375,9,0.492971888
1.4,1.1125,0.4125,11,0.440933398
1.8,1.4875,0.5625,16,0.408583037
1.575,1.2625,0.4125,12,0.431455399
1.5,1.1875,0.475,14,0.370574713
1.6,1.25,0.45,11,0.395465155
1.375,0.9625,0.325,8,0.471477663
0.7625,0.6125,0.1875,7,0.432692308
1.2875,1.0625,0.3625,8,0.530699413
1.575,1.2875,0.3875,13,0.326052423
1.5375,1.2375,0.5,10,0.462674323
1.325,1.025,0.325,10,0.433596554
1.325,1.0625,0.325,9,0.545928339
1.325,0.9875,0.3625,7,0.397419355
1.3125,1.0625,0.3,12,0.475071225
1.0625,0.7875,0.3125,18,0.321985816
1.6375,1.15,0.4,9,0.461512718
1.1625,0.8875,0.2875,7,0.415515409
0.8625,0.7125,0.25,8,0.388764045
1.4625,1.1625,0.375,9,0.440306122
1.1125,0.8625,0.325,11,0.334969325
1.4375,1.15,0.475,13,0.394366197
1.25,0.95,0.35,8,0.435877262
1.3125,1,0.325,9,0.445318084
1.55,1.2125,0.55,17,0.337193911
0.9375,0.7125,0.225,7,0.406614786
1.45,1.175,0.4125,10,0.394486216
0.9125,0.7375,0.2,7,0.37964775
1.4625,1.275,0.4,11,0.524630542
1.5375,1.2,0.4375,9,0.398926655
1.5625,1.3125,0.5375,16,0.324452902
1.3,0.95,0.3125,8,0.519386835
1.575,1.3125,0.4875,10,0.375713742
1.625,1.2375,0.4,9,0.437116564
1.175,0.9375,0.3,8,0.459684123
1.2875,1,0.3375,9,0.459440057
1.725,1.375,0.45,11,0.393437777
1.375,1.075,0.4,13,0.341043572
1.3375,1.0875,0.4,10,0.389265885
1.4125,1.1,0.4625,15,0.378437844
1.4125,1.15,0.375,10,0.394181403
1.5,1.175,0.375,10,0.393709328
1.1,0.8125,0.225,7,0.422857143
1.3875,1,0.325,7,0.469257951
1.425,1.15,0.35,12,0.468274777
1.3625,1.05,0.3,7,0.512396694
1.0625,0.8125,0.2375,7,0.450462351
1.4375,1.0625,0.3375,10,0.456999372
1.375,1.0625,0.3375,14,0.42513212
1.7375,1.35,0.4875,11,0.454169131
1.0875,0.8125,0.275,6,0.434604905
1.075,0.825,0.2375,14,0.386764706
1.6,1.25,0.375,8,0.346567025
1.05,0.8,0.2875,8,0.502444988
1.0375,0.7875,0.3,8,0.495641345
0.8,0.6375,0.25,7,0.415954416
0.9875,0.75,0.225,6,0.456521739
0.7,0.525,0.1625,6,0.382882883
1.275,0.925,0.525,9,0.429416737
1.35,1.0375,0.425,10,0.385665529
1.15,0.875,0.2625,9,0.425101215
1.425,1.125,0.4,12,0.432385374
1.25,1.0125,0.3875,12,0.448186528
1.2875,0.975,0.35,12,0.360036004
0.6875,0.4875,0.1625,6,0.509433962
1.1625,0.8125,0.35,10,0.475377544
1.625,1.2625,0.4125,11,0.4125
1.45,1.0875,0.35,9,0.498426023
1.6,1.25,0.425,9,0.441388793
1.675,1.375,0.3875,10,0.54789272
0.85,0.625,0.1875,7,0.444759207
1.2375,0.95,0.3,7,0.463350785
1.6625,1.2875,0.4625,11,0.417381574
0.9375,0.675,0.3375,7,0.45561139
1.4375,1.125,0.425,13,0.384326355
1,0.6625,0.25,9,0.448648649
1.4875,1.1375,0.375,9,0.496168582
1.1125,0.85,0.3625,7,0.448156682
1.275,1.0125,0.3375,7,0.475292588
1.0125,0.75,0.2625,6,0.478618421
0.875,0.6875,0.275,8,0.418803419
1.3625,1.025,0.35,13,0.3568
1.25,1,0.35,8,0.387755102
1.75,1.3125,0.475,10,0.44146113
0.85,0.6875,0.225,10,0.351089588
0.6375,0.4875,0.175,6,0.346938776
0.7375,0.5375,0.2125,6,0.3828125
1.5,1.1125,0.3375,9,0.483432917
1.375,1.125,0.325,11,0.410869565
1.1,0.825,0.2875,8,0.357053683
1.1625,0.925,0.275,7,0.36741573
1.1875,0.925,0.3125,9,0.424926398
0.9625,0.75,0.225,5,0.495951417
1.675,1.35,0.4375,10,0.498650472
0.825,0.5875,0.225,10,0.377300613
1.025,0.8125,0.25,9,0.41068917
1.025,0.7625,0.225,7,0.444130127
1.45,1.1375,0.4125,13,0.324681038
1.575,1.25,0.4375,10,0.420531292
1.525,1.25,0.4125,12,0.386551317
0.9625,0.6375,0.25,8,0.431496063
1.425,1.125,0.375,9,0.550544323
1.4125,1.1625,0.375,16,0.334071777
1.45,1.1125,0.425,20,0.334040747
1.15,0.9375,0.3375,12,0.376899696
1.3625,1.075,0.35,8,0.374352332
1.45,1.225,0.4875,18,0.4029624
1.275,1,0.3,10,0.495360457
0.7875,0.5875,0.1375,6,0.430463576
1.4375,1.1625,0.3,9,0.489795918
1.4375,1.1375,0.4625,13,0.477941176
1.3,1.0125,0.2875,8,0.412371134
1.275,0.95,0.325,13,0.383561644
1.5,1.15,0.375,9,0.427826784
1.375,1.0875,0.275,9,0.42369727
1.6125,1.275,0.45,12,0.482556345
1.275,1,0.3125,6,0.478899083
1.5375,1.2375,0.3875,11,0.3381267
1.675,1.2125,0.4375,9,0.426183844
1.575,1.25,0.45,8,0.429586293
1.4625,1.1375,0.3875,12,0.486760812
1.375,1.1,0.3125,9,0.431372549
1.1875,0.9,0.275,8,0.428861789
1.55,1.2,0.425,10,0.484382073
1.6125,1.3125,0.475,18,0.388996406
1.8625,1.4625,0.475,18,0.429043744
0.8,0.575,0.15,7,0.476744186
1.5,1.125,0.375,9,0.454545455
1.2625,1.025,0.375,11,0.442546584
1.2375,0.9625,0.325,10,0.452570601
1.4875,1.15,0.3875,10,0.415048544
1.4625,1.15,0.4625,10,0.394251627
1.1375,0.8875,2.825,8,0.558922559
1.2625,1.025,0.3375,15,0.442922374
1.4,1.1375,0.3625,9,0.561601643
1.6875,1.425,0.5625,10,0.465658475
0.975,0.725,0.225,7,0.445714286
1.475,1.1125,0.325,13,0.337748344
1.4375,1.125,0.4,16,0.460732984
1.225,0.975,0.3375,13,0.426101988
1.65,1.3375,0.5,15,0.409268565
1.3875,1.0875,0.3625,8,0.438891907
1.7125,1.3375,0.3875,10,0.477789816
0.8875,0.7125,0.2375,6,0.41978022
1.3875,1.075,0.4125,13,0.361056106
1.45,1.0625,0.375,9,0.431872038
1.6125,1.3125,0.475,19,0.451998633
1.3375,1.025,0.3375,14,0.331206497
1.625,1.3,0.4875,10,0.467213115
1.375,1.0375,0.3375,12,0.36874614
1.6,1.2625,0.4125,10,0.426236208
1.3375,1.05,0.3625,10,0.417193426
1.4375,1.0875,0.325,10,0.391925466
0.875,0.625,0.175,6,0.363888889
1.675,1.2625,0.4,12,0.497020262
1.4375,1.0875,0.3875,9,0.458495822
1.3,1,0.4125,12,0.320490368
1.1125,0.8375,0.275,6,0.464982778
0.875,0.625,0.175,6,0.445482866
0.6875,0.5,0.1625,5,0.418478261
1.4375,1.05,0.475,10,0.51814059
1.475,1.1875,0.3875,11,0.381883685
1.575,1.1875,0.3625,10,0.487034418
1.6,1.2,0.3625,10,0.45580978
1.3375,1.05,0.325,8,0.447067239
1.4375,1.15,0.4125,8,0.468075117
1.1875,0.9,0.3125,8,0.417940877
0.9375,0.6875,0.2375,7,0.413943355
1.3625,1.0375,0.375,11,0.381049761
1.35,1.0375,0.3875,10,0.458689459
1.175,0.9375,0.3125,8,0.433492823
1.5,1.1875,0.4,9,0.472479299
1.2,0.875,0.2625,6,0.554330709
1.375,1.05,0.3375,12,0.489583333
0.9875,0.7625,0.2625,9,0.345744681
0.8125,0.575,0.225,4,0.408163265
1.1875,0.8875,0.3125,9,0.402162162
0.9625,0.7,0.2375,7,0.463035019
1.3125,0.975,0.3,9,0.469126506
1.4,1.1125,0.4875,16,0.310907238
1.225,0.975,0.3,9,0.431506849
1.5,1.1875,0.425,10,0.450827206
1.45,1.125,0.3,8,0.48128958
1.8,1.4125,0.425,12,0.448233106
1.675,1.375,0.425,21,0.37850842
1.175,0.925,0.45,9,0.375490196
1.125,0.875,0.325,8,0.44575725
1.1875,0.875,0.3125,9,0.450887574
0.6625,0.4875,0.15,6,0.375
1.375,1.05,0.425,13,0.396928529
1.275,0.95,0.2875,8,0.417070805
0.775,0.5625,0.125,6,0.467128028
1.8125,1.425,0.475,9,0.537652864
1.625,1.3,0.425,11,0.450750641
0.675,0.5,0.175,5,0.34
1.725,1.375,0.5,19,0.39642567
1.6375,1.3125,0.4375,10,0.434347181
1.1,0.85,0.3,9,0.482876712
1.3,1.0125,0.35,11,0.399132321
1.4375,1.125,0.3875,9,0.506912442
1.225,0.9375,0.2875,8,0.442036836
1.8,1.425,0.5,10,0.502872777
1.4125,1.1,0.3875,11,0.400921659
1.625,1.275,0.4,9,0.461510661
1.1875,0.9,0.275,8,0.422566372
1.75,1.3375,0.4,19,0.365111562
0.7,0.5375,0.175,6,0.508064516
1.225,0.975,0.3375,15,0.408783784
1.4125,1.1,0.3875,12,0.455029271
1.4125,1.0625,0.3375,15,0.420209489
1.45,1.15,0.3875,10,0.453797775
1.55,1.275,0.4375,14,0.44291426
0.7,0.525,0.1375,5,0.391509434
0.525,0.375,0.1375,4,0.43956044
1.725,1.375,0.45,9,0.525316456
1.675,1.275,0.5,10,0.420507996
0.75,0.575,0.2375,6,0.40433213
0.9125,0.675,0.2125,7,0.380487805
0.7125,0.55,0.1625,5,0.421875
1.0875,0.8625,0.3,7,0.404354588
1.225,0.9625,0.375,23,0.306420852
1.5,1.175,0.375,8,0.455280172
1.575,1.275,0.475,16,0.275275275
1.3875,1.0125,0.475,10,0.434921764
0.975,0.75,0.25,7,0.414634146
1.2125,1,0.3375,10,0.472096531
1.4875,1.075,0.4125,8,0.459624175
1.6,1.25,0.4125,11,0.476149549
1.65,1.275,0.45,10,0.396510706
1.6375,1.2625,0.4375,10,0.480821387
1.0125,0.7625,0.2375,9,0.417503587
1.5,1.175,0.425,9,0.462285979
1.5375,1.1875,0.425,14,0.42585034
1.2625,1,0.3625,8,0.474095103
1.3,1,0.3,8,0.403448276
1.35,1.025,0.3375,8,0.441281139
1.375,1.1125,0.275,10,0.47637051
1.5625,1.225,0.4125,10,0.429460581
0.475,0.325,0.075,6,0.525423729
1.5,1.2125,0.3625,9,0.456829897
0.8125,0.625,0.1875,6,0.47318612
1.2875,1,0.3125,13,0.357068063
1.675,1.35,0.4125,14,0.344988345
1.55,1.2375,0.4875,15,0.382304391
1.25,0.975,0.3125,6,0.476510067
1.4625,1.1375,0.5625,15,0.361611374
1.05,0.8125,0.2875,8,0.412420382
1.3,1.0375,0.35,9,0.483137255
1.25,1,0.325,12,0.388261851
0.9,0.6625,0.2375,7,0.453563715
1.425,1.1375,0.375,9,0.409138655
1.4375,1.125,0.4,10,0.520599251
1.4375,1.125,0.3375,10,0.436934218
1.5,1.125,0.4875,10,0.460447761
0.6375,0.4625,0.175,6,0.373333333
1.4375,1.1625,0.4875,8,0.418464626
1.525,1.2375,0.4375,10,0.419469727
1.1125,0.825,0.25,13,0.372997712
1.4625,1.1375,0.425,11,0.427853193
0.8875,0.7,0.2125,7,0.327022375
1.5125,1.2,0.35,8,0.477800202
1.2125,0.95,0.3,6,0.439153439
1.4625,1.125,0.375,14,0.412129895
1.875,1.425,0.525,11,0.495974955
0.9625,0.7,0.2125,8,0.445977011
1.6375,1.3625,0.475,10,0.444015444
1.5,1.1125,0.4375,16,0.362346263
0.9375,0.675,0.2125,7,0.433486239
1.5375,1.225,0.475,11,0.413838695
1.55,1.2875,0.4375,13,0.438165438
1.5,1.1625,0.4125,11,0.443914081
1.55,1.1625,0.4625,12,0.454474097
1.5125,1.175,0.4,12,0.423945462
1.375,1.075,0.35,8,0.446428571
1.1625,0.8875,0.3,8,0.512699906
1.2875,1.0625,0.35,14,0.396866841
0.8125,0.5625,0.1875,6,0.40647482
1.6875,1.3125,0.4625,13,0.436988028
1.6,1.3125,0.4375,9,0.467438495
1.45,1.125,0.375,14,0.297734628
1.55,1.2,0.45,12,0.46749226
1.2875,1.05,0.35,13,0.325747724
1.325,1.05,0.4125,11,0.356623812
1.3375,1.05,0.325,14,0.373680944
1.325,1.05,0.325,11,0.447698745
0.85,0.6625,0.2125,10,0.419618529
1.6375,1.1375,0.425,11,0.4552152
1.6625,1.325,0.4625,15,0.326764601
1.475,1.15,0.3875,15,0.360927152
1.3,1.0125,0.3,11,0.42185008
1.425,1.2,0.4375,11,0.4
1.5625,1.2875,0.4,9,0.452136076
0.8125,0.625,0.2,7,0.338068182
1.1,0.85,0.35,9,0.385892116
1.1,0.9375,0.325,9,0.464065708
1.6625,1.325,0.45,10,0.42555332
1.375,1.075,0.35,9,0.454040716
1.75,1.35,0.5125,13,0.45316092
1.25,0.9625,0.2875,12,0.434045689
1.6125,1.225,0.5375,25,0.303342817
0.925,0.7,0.2625,8,0.363839286
1.3125,1.0625,0.4,9,0.424296828
1.75,1.3625,0.325,12,0.432197943
0.825,0.5625,0.1875,7,0.505347594
1.4125,1.1375,0.325,10,0.414933837
1.575,1.2,0.4375,17,0.366727605
1.0625,0.8125,0.275,8,0.425867508
1.65,1.3375,0.4375,12,0.468533773
1.65,1.325,0.4625,11,0.40564636
1.4125,1.075,0.3375,11,0.37565828
1.575,1.2625,0.5625,15,0.367213115
1.6625,1.425,0.4625,13,0.457621551
0.8875,0.6375,0.2,7,0.417112299
1.525,1.15,0.425,17,0.320813772
1.05,0.775,0.25,8,0.401396161
1.575,1.175,0.3625,9,0.472512494
1.3875,1.1125,0.4375,8,0.480593109
1.2875,1.0125,0.3,10,0.448142415
1.325,1.0625,0.325,9,0.5
1.425,1.1,0.35,17,0.396958574
1.475,1.1875,0.3625,10,0.479733197
1.2125,0.8625,0.4,9,0.355005754
1.55,1.175,0.35,15,0.349152542
1.6625,1.3125,0.3875,10,0.392265193
1.575,1.2,0.375,12,0.372446556
1.1375,0.875,0.35,10,0.343231441
0.675,0.4875,0.1625,5,0.44600939
1.6875,1.3125,0.425,9,0.488895383
1.6,1.25,0.425,9,0.446816924
1.3,0.9875,0.3375,9,0.471563981
1.6375,1.325,0.4125,8,0.454226724
1.3375,1.0875,0.35,8,0.427345538
0.9125,0.675,0.2125,7,0.420224719
1.5625,1.2125,0.475,17,0.373350362
0.9375,0.7125,0.2,7,0.431415929
0.7375,0.55,0.175,6,0.421245421
1.1875,0.9375,0.3125,10,0.403061224
1.225,0.95,0.3875,9,0.414359862
1.775,1.4125,0.4875,11,0.43203082
1.15,0.85,0.3375,10,0.334343434
1.55,1.2125,0.3625,11,0.464107677
1.325,0.9875,0.3125,11,0.477145148
1.4,1.1125,0.4,8,0.468488567
1.1625,0.9,0.3125,11,0.387170676
1.3875,1.1,0.35,9,0.467547387
1.3125,1.0375,0.375,10,0.466335932
0.8875,0.65,0.225,7,0.360201511
1.7375,1.375,0.4625,10,0.479452055
1.5875,1.275,0.4375,14,0.472989691
0.75,0.575,0.1875,6,0.409448819
1.1625,0.8875,0.275,7,0.485232068
1.3625,1.1125,0.4375,13,0.406451613
1,0.7875,0.2625,10,0.395470383
1.6125,1.2125,0.375,12,0.515638575
1.65,1.3375,0.5125,10,0.411030177
0.6875,0.4875,0.225,6,0.484444444
1.6125,1.3375,0.475,10,0.377571601
0.9625,0.7,0.25,8,0.473684211
1.65,1.3125,0.4,13,0.389584965
1.1375,0.8875,0.3125,7,0.422535211
1.875,1.3875,0.5375,11,0.482280781
1.25,0.975,0.3375,9,0.461932182
0.95,0.7625,0.2625,12,0.371886121
1.0625,0.825,0.325,9,0.345062429
0.65,0.5375,0.2,5,0.373737374
0.525,0.375,0.125,4,0.416666667
1.5,1.15,0.3625,8,0.427345845
1.2,0.8875,0.4,8,0.476293103
1.625,1.475,0.55,11,0.463297232
1.55,1.1875,0.4,10,0.409915892
0.825,0.625,0.2375,7,0.489208633
1.6625,1.3125,0.45,12,0.469909027
1.25,0.8875,0.35,9,0.402462121
1.175,0.875,0.25,8,0.394764398
1.75,1.3125,0.4375,10,0.497298834
1.5,1.2,0.375,16,0.396987366
1.4875,1.2375,0.4625,13,0.323735409
1.35,1.05,0.3875,12,0.475964794
1.45,1.1,0.4,9,0.405666064
1.3,1.15,0.375,7,0.513248283
1.4125,1.1125,0.3875,10,0.41283293
0.8125,0.675,0.25,6,0.432432432
1.2625,1.025,0.3125,9,0.450155763
1.8125,1.375,0.5,9,0.578476821
1.225,0.9375,0.3375,11,0.417142857
1.625,1.2875,0.4375,10,0.461800819
1.45,1.05,0.35,9,0.468616262
1.525,1.2,0.4625,10,0.527745886
1.5625,1.2125,0.4,9,0.519983519
0.95,0.75,0.25,8,0.423153693
1.675,1.2875,0.425,11,0.463021381
1.55,1.275,0.45,10,0.480129765
1.625,1.2875,0.4,17,0.425806452
1.6125,1.25,0.4375,11,0.472917445
1.7625,1.3875,0.5,19,0.321075928
1.525,1.125,0.325,11,0.445845272
1.7625,1.3625,0.45,13,0.394608639
1.4375,1.125,0.325,10,0.494782075
1.4625,1.1875,0.4,10,0.456925274
1.375,1.0875,0.35,9,0.465771812
1.15,0.875,0.2875,6,0.440217391
1.0375,0.8125,0.2875,12,0.427701674
1.05,0.8625,0.2625,7,0.406976744
1.4125,1.0625,0.4,17,0.370822281
1.3875,1.075,0.375,9,0.440613027
1.3125,1,0.3875,9,0.398868458
1.7375,1.375,0.5375,14,0.364170713
1.375,1.075,0.45,10,0.532970357
1.075,0.8,0.25,7,0.471861472
1.6375,1.2875,0.4,11,0.422137405
1.525,1.175,0.425,9,0.467143496
1.3375,0.975,0.3125,9,0.433222037
0.9375,0.7125,0.2375,9,0.37944664
1.6875,1.2875,0.375,11,0.423780488
0.925,0.7,0.225,11,0.388412017
1.25,0.9375,0.3,9,0.396678967
1.625,1.25,0.3875,11,0.470049917
1.45,1.1625,0.4125,11,0.366772583
1.0625,0.875,0.25,7,0.395480226
1.375,1.175,0.375,10,0.413905486
1.625,1.225,0.3875,9,0.48573975
1.1625,0.9,0.3,10,0.40293809
0.775,0.5625,0.175,5,4.123222749
0.4375,0.3125,0.125,5,0.340425532
1.7875,1.3,0.45,12,0.4425
1.7,1.4,0.4125,15,0.369432581
1.3875,1.1125,0.3375,13,0.401913876
1.1875,0.9,0.25,7,0.458576429
0.925,0.6875,0.25,8,0.417977528
1.6125,1.325,0.4875,10,0.465107914
1.125,0.8875,0.2875,10,0.376569038
1.5625,1.2125,0.3375,14,0.468330134
1.525,1.1625,0.375,9,0.467985424
0.875,0.65,0.1875,5,0.5
0.7,0.525,0.1625,5,0.386740331
1.5875,1.2375,0.4375,9,0.583815029
1.45,1.0875,0.375,6,0.407178912
1.4875,1.1875,0.4125,10,0.386759582
1.325,1.0625,0.425,17,0.367228662
1.2375,1,0.3625,8,0.440311419
1.4125,1.1375,0.3875,11,0.450026724
1.425,1.1125,0.3875,14,0.384720327
1.4,1.075,0.375,8,0.518010292
1.2125,0.9125,0.35,8,0.423463687
1.225,0.9875,0.3,9,0.493323442
0.95,0.7125,0.2125,6,0.485232068
0.8375,0.65,0.225,7,0.445292621
1.95,1.575,0.5375,11,0.560030109
1.475,1.1625,0.375,12,0.393179539
1.1625,0.875,0.325,18,0.393724696
1.2875,0.9625,0.3125,7,0.414335664
1.325,1.0375,0.4,15,0.374840358
1.3,1.0625,0.375,10,0.473554736
1.3,1.0375,0.4,15,0.353781513
1.25,1,0.3,8,0.423701299
1.3,1.025,0.3,8,0.400840336
1.65,1.2875,0.5,11,0.454904343
1.4625,1.15,0.375,11,0.50124564
1.5375,1.2875,0.425,16,0.377631579
0.95,0.7,0.2125,6,0.42047532
1.525,1.2125,0.4125,18,0.360513055
1.125,0.8875,0.2875,11,0.419612315
0.95,0.6875,0.2375,6,0.377245509
1.1,0.8625,0.425,12,0.367197062
1.4875,1.175,0.625,14,0.360093531
0.8375,0.65,0.225,11,0.42506812
1.425,1.1,0.3,9,0.475716065
1.4375,1.125,0.3875,7,0.452531646
1.75,1.4125,0.4375,10,0.454888231
1.8125,1.375,0.55,10,0.377409124
1.3875,1.1,0.3625,8,0.49
1.6,1.1875,0.4375,9,0.421394543
1.1375,0.9125,0.275,13,0.431168831
1.3,1.0125,0.35,11,0.346320346
0.7375,0.575,0.2125,8,0.336
1.55,1.225,0.3875,9,0.459090909
1.2125,0.9375,0.325,7,0.487136929
1.45,1.1,0.375,10,0.494983278
1.5625,1.2375,0.4625,11,0.513552584
0.5875,0.45,0.15,6,0.379310345
1.4,1.0625,0.3375,10,0.384570082
1.425,1.0875,0.35,8,0.454863133
1.375,1.025,0.3125,14,0.32938856
1.525,1.1875,0.425,10,0.423770093
1.15,0.875,0.275,7,0.44
1.5625,1.2625,0.4375,8,0.479664014
0.8125,0.6,0.2125,7,0.459537572
1.8,1.3125,0.45,7,0.436678201
1.55,1.2,0.4125,9,0.448951049
1.65,1.325,0.4625,12,0.365591398
1.0375,0.7625,0.2625,10,0.332871012
1.3625,1.1,0.35,11,0.424061942
1.85,1.4125,0.5125,12,0.455639453
1.4,1.1,0.4,10,0.452991453
1.5125,1.1875,0.3625,15,0.460972018
